line,label
"@antfox yeah, and one on the toilet for the cat ",4
hanging with my girl  ive missed herrr im falling for him &lt;3,4
i love the song six months by hey monday officially. ,4
@mikasounds how long is your flight? i hope you don't sit next to anyone annoying! haha(i did flying home to NZ from LA) Super bad. Peace ,4
"Doing some architectural modeling for a change now, going smooth so far. Intuos 4 M is looking very tempting... can't get one yet ",0
"@charmwitch Oh right, sent it sometime last week ",4
laid around too much today... now my head hurts ,0
making chicken ,4
"@heidimontag I  dvr'd it and went to watch it, apparently the dish network went down SO I MISSED IT    I will have to catch a rerun!",0
"@Amycjnz Hey Amy, welcome to Twitter and thanks for the follow ",4
am trying to fit all my stuff in a tiny bag so i can take it on as hand luggage. dont think its gonna work ,0
@_cza just givn love n encouragement. Ppl usually speak when they want 2 be heard. U prepard 4 ur test. I will add u 2 my prayer list. ,4
"Photoshop, I hate it when you crash ",0
@PixelExecution    *bows to the general tweep audience*,4
We're going to post some stories manually due to Twitterfeed problem. That's why we've been so quiet lately .... ,0
"Why Kutner? I mean I knew something was going to happen to someone but it was so sad. I &lt;3 House and it was well done, but I'm still sad ",0
@twista202 I think I want to read some books but the library doesn't have them ,0
@pinkelephantpun and lovely it us ,4
@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? ,0
Amazon mp3 downloads down to 29p So much for my 10%  Cheers @jodiedoubleday http://tinyurl.com/dg5qtg,0
"@majestic_books no, I'm just an optimist  I think life is wonderful and like to push that on others. Slap me if it's annoying ",4
"dierks bentley is comin' to columbus, OH!! i wanna go so bad ",0
"I was woken up from a deep sleep just to be let go for Mad Max.  Not happy. And now, i can not sleep! ",0
"will have a meeting in an hour to explain &quot;which version of oAW we use&quot;. What to say? None? atm, it's just a heap of unbundled EMF tools ",0
"@sunky being a grown up is horrid, isn't it ",0
driving to schiphol. apperantly I am not the only one. Stuck around aalsmeer ,0
Wikipedia has gone  forever! See what the goverment do its there fualt lets hope donations or something bring it back !!,0
I'm wishing I had more time ,0
"Anxiously awaiting June 28th, it  can not come soon enough (my graduation ceremony).  Am not looking forward to the 10th end of my break ",0
"@ShannonLeto I am absolutely jealous you know. Have a wonderful evening, Mr Leto. ",4
Nw more confused then ever! ,0
@volcanojw My twitter has been broken so I just now saw your comment.  Enjoy the sunlight!  ,4
@graemearcher I am sad about Innocent selling out too! ,0
"@rougeforever I've just been faffing  Actually, reading; which is work but doesn't feel productive.",0
Did quite a bit of work for my mom today.  Organized her bills and such.  Tired and retiring early tonight.  ,4
"@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,she�s not well ",0
"@rachieann it works now, thanks hon! ",4
@brendamew2 no art tomorrow.  and nice to see you've joined twitter!,0
boxee now has Pandora. Useless to me here in Oz. Boo hoo ,0
"Well that made me sad, i sat down to watch tv, and then remembered i dont have cable anymore.  Lol.",0
"Fireeee with zach, holly &amp; matt ",4
i burnt my tongue on miso soup today ,0
@truehigh That's my plan of action! and Thank you. ,4
@toothsoup Sure thing. ,4
@thecampingforum if the forcasters are to be believed we'll be lucky of it lasts till this afternoon ,0
@greatfitness I'll probably end up using the whole bottle while backpacking this summer and then some ,4
"why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in",0
@gustagunn sweeet! would love to see that!  haha,4
@tommcfly Good morning Tom! Why can't I send you a message? This is too short for the question I have  Well to bad for me I guess..,0
"@DHughesy Thats when i have my birthday, but we already have plans ",0
"@FengShuiTips4u LOL. You must be a Zankou fan, too. That paste is a glorious glimpse of enlightenment. ",4
"&lt;&lt; Then get another later in the summer with money from work, hopefully dual 24&quot; on the MBP ",4
@amtrack  yeah but i am better then a club ! haha,4
it so tired that im crying for no reason at all. im about to try to get an hour and a half in for tonight. half what i got last night. ,0
doing homework...  ,0
Megan equals Murder. ,0
"Checking out Ping.fm, Twhirl, and all these social networking devices... ",4
Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. ,0
@AiyerChitra Yikes! Now i have no clues what to do! ,0
I just saw the comedian danny boy on the most akward date ever at d'ods kids show ,4
im boring  i really dont understand how to use this ,0
On a 2-day work-week..fast-forward to Thursday please ,0
Brain Hurty Squishy Mess ,0
Is fucked to go back to IC ,0
@edwinharris gee mean guy! Taking college kids pell &gt;   lol ,4
@pealuh I think I need to go to Twitterholics Anonymous...... ,0
Journalist throws shoe at Chidambaram  http://ibnlive.in.com/news/journalist-throws-shoe-at-chidambaram/89666-3.html,0
Planting a friend today.  Not been to a funeral in &gt;20 years.,0
@alejandralei i dont think i can cause its my cousins birthday party ,0
@iTS_ME_CUPCAKE ty ty ,4
@yopatrizzle Not sure to tell u the truth  it's been so long since I've seen him but ask Sumo's daddy @PAULSKRATCH he has full custody lol,0
I just had two people stop following me ,0
"@sinktoswim,  hopefully it will be!!",0
"is about to go to bed, had a GREAT time these past few days with my Morgan  got trashed, met a LOT of awesome people, and feel real good",4
i have to be out of my place in 3 days...any help i can get packing/painting/cleaning is much appreciated. oh. and RIP my wall  ,0
"...tired...but feels bad saying so, since I haven't been up for 24 plus hours ",4
@abfa00  I do what I can!,4
my dog is in my room SNORING! ,0
"@cappypopp lol, aren't we friends on FB?  It's right on my profile front page still ",4
Just got in from splitting and cutting wood ,4
@kevinmayao I AGREE ,4
@wilshipley  I am sad... the Dutch localization in DL2 is bad... it's incomplete and has too many truncations...,0
"@nikkin00dle hmmmmmmmmmmmmmmmmm?    Heard you guys were having a cookout tonight, hope you had fun!!!!",4
happy birthday jaime. loveyou&lt;3.     ...officially screwed right now. midterm. quiz. 2 projects. and 300 page book. shoot me. please. ,0
Another long and slow day ahead ... *sigh!*  ,0
i go to the shop with my aunt  she's are  crazy n' love her,4
Blech...can't sleep...acid reflux. Hopefully this tasty bowl of ice cream will help ,4
@imaginarypeach now your leaving me  .... -gets sad-,0
Completely wiped and reloaded the 8900.... Lost all BBM contacts    Going to bed sad.,0
@angel9293 I wana thank u soo much for tweeting friendly goth! appreciate that TONS!!!!  Thank u! hope ur weekend is awesome!,4
excited to have a life again after this wednesday  then it's play time in the art studio to finish my last 15 monoprints ,4
@adevine1 Your Mom must be a gr8 person  Never met a bad one!,4
Banned from Sims Forums for the rest of the week. Aww    It feels weird. I was only sticking up for Chanel :'(,0
@mrspop I'm very happy to see you here  I'm glad you found me - I never would have found you with your name!  Fantastic  How's it going?,4
@Billy3G All the cool people were #herebeforeoprah ,4
"@helenvking I feel for you, commuting on packed trains is hideous ",0
@OneLovelyLibra  forreal lysha .... FORREAL. you and @Nem_Zero are just pervs and took what i said out of context! lil nastiesssss.pfft.,4
"Came home from Cross County, Tired as ",0
Missing My BFF  watching home and away it reminds me of her and me  we &lt;3 It. shout out to u courts,0
For those asking how to send it to me send it to sxephil@gmail.com  thanks guys   Heading out for dinner and a movie with Linz,4
"kickin' back, staying off the radar ",4
It's funny how easily coursework tires me out. I've done about a page and I'm exhausted! Oh my poor grazed ipod... Nan night  x,4
Feeling Happy Now !!!! What A Beautiful Trip In TranceLand !!! Hihi ,4
Who turned the lights on? It will be time to get ip then ,0
Staying up late playing Greedy....and beating Winter  ,4
"@neega Hi! Here in Mexico its the same story, races are every weekend 6am in the best of cases, but i'm a fan and this is enough ",4
@yoga_mama I bought a bike and am excited to start using it  #fitness #gratitude,4
loving twitter at the moment ,4
@TribalPottery Strange - listening to &quot;No You Girls&quot; just as I'm reading your Tweet ,4
@Zannabanana I love that movie!  It's in my &quot;Watch Instantly&quot; queue ,4
"@EnnasHebron Yes - grounding, meditating, cleansing.   I can't wait  It is called Esalen - www.esalen.org",4
who still woke? ,4
"you PROMISED not to leave me, right?? i hope you wouldn't break that promise.  ",0
Dazed and confused ,4
"@KaleyCuoco I'm sorry, i didn't look at your picture first, it seems it's not a skateboard but some kind of moped  but still, ur hot on it",4
@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening. ,0
I also want Easter Break / P�sklov! ,0
"@MissElizabeth Food allergies suck!  I became allergic to shellfish about 4 months ago out of the blue, and I used to love shrimp.  ",0
gosh...i'm 22 years old...an old lady!  thanks for all the great birthday wishes! it was a wonderful day! now it's bedtime!,4
@JanSimpson ..and listen to the answer (or at least pretend to) ,4
"Home from the big sketching event (and dinner + drinks, lol). Tons of photos, soon to come!  Not much video for this one tho, sorry guys!",4
back from boston ! ,4
Probably the best and worst dinner ever..BBQ and Scoop of ice cream and a right out of the oven cookie! ,4
@mrsaintnick hey! i'm leavin in the morning... ,0
@Best_Flights Need 2 get ass in gear! Wana go away 24/6 bt nt sure where Cairo &amp; UK maybe bt may b able 2 go earlier bt wont no til 8/5 ,0
"@corienb Kutner's gone?? Really have to see the new episodes, urgently! But they aren't available on DVD yet. ",0
@katiecouric Help  STOP New Bill That Will Close Your Local Pawnshop and END CREDIT for Needy Americans! http://savemypawnshop.com/,4
Thanks for the follow @jessys1163 but I don't think my mother would approve ,4
at work  w asma3 nawal in fe obeerate alwatan TV,0
@ozesteph1992 Shame to hear this Stephan ,0
@tweetposts thanks ,4
Really let down by gossip girl...it's all I have to make my Mondays good and all they give are reruns... ,0
"#melo holy moly, playing w/ Brandon is so tiring! but super fun. heehee. i need more 5 year olds to play w/. ",4
contemplated going out for a post-midnight walk but still have piles of work to get through ,0
@JJgirl20 heheh you've gotta be kidding me.  I'm loving this.  Have fun figuring it out... i still don't get it ,4
"@kitchentiles  hey, thanks for following me.  wow- you look just like one of my friends!  xo.",4
@joepolitics Am I special enough to get tix from you ,4
wants someone to sleep over  and on myspace... as usall,4
"I'm at work, and I'm sick.. And its helluva lot todo. This blows. ",0
"@Craftysince1990 Lol, that's sweet! I bought tickets last year &amp;&amp; my PartnerInCrime flaked so I didn't end up going  but this, FOR SURE!",0
in my bed trying helplessly to breathe out of my nose without coming across the itchy need to sneeze  allergies suck many things.,0
"mmmm  got myself some juice it up,",4
Thinking bout going to get a patron margarita ,4
@j_stricko I found it pretty frustrating. stupid monkeys ,0
@ClaireRichard6 All of em???  ,0
"in zombie mode today, kids are ill and kept me up till 2.30am . Up for work at 6am ",0
@mspecht i hav to cull  v v few ppl @ me 4x anyway. they tend to learn quickly! ;),4
@freddurst Have you asked a Wench to bring you your Ale yet?  ,4
"@LAWeekly I did, It was amazing. Went To Rockaways three different times and told everyone to go ",4
@ourcitylight that was so sudden!! ,0
"@GrowWear Yep! Specially since I'm planning on publishing one interview every 4-5 days!  Well, so many great people to spotlight! ",4
@cjayphillips Thank u!!!  *SNAP*SNAP*SNAP! gurrrl don't hate!,4
